pair,model_1,model_2,scenario,condition,episode_idx,correct,final_choice,n_turns,guide_goal_failure,guide_says_leave,no_leave,null_choice,ambiguous_leave,substring_match,prompt_leakage,cascade_leakage,repetitive_loop,max_turns_hit,single_word_seeker,multi_leave,ava_parroting,parenthetical_aside,meta_commentary,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,paint_shelf_bench,mutual_coop,468,1,shelf,16,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,paint_shelf_bench,asym_coop,469,1,shelf,16,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,pen_cup_tray,conflict_adv,46,0,cup,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,paint_shelf_bench,asym_adv,470,1,shelf,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,paint_shelf_bench,conflict_coop,471,0,,16,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,5,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,paint_shelf_bench,conflict_adv,472,0,bench,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,paint_shelf_bench,mutual_incoh,473,1,shelf,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,needle_box_drawer,mutual_coop,474,0,,16,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,4,0,1,1
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,needle_box_drawer,asym_coop,475,0,,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,needle_box_drawer,asym_adv,476,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,needle_box_drawer,conflict_coop,477,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,needle_box_drawer,conflict_adv,478,0,box,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,needle_box_drawer,mutual_incoh,479,1,drawer,16,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,pen_cup_tray,mutual_incoh,47,0,cup,16,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,whisk_drawer_hook,mutual_coop,480,1,drawer,16,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,whisk_drawer_hook,asym_coop,481,0,,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,whisk_drawer_hook,asym_adv,482,0,hook,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,whisk_drawer_hook,conflict_coop,483,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,whisk_drawer_hook,conflict_adv,484,1,drawer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,whisk_drawer_hook,mutual_incoh,485,0,,16,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3,0,1,1
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flask_desk_locker,mutual_coop,486,1,locker,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flask_desk_locker,asym_coop,487,1,locker,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flask_desk_locker,asym_adv,488,1,locker,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flask_desk_locker,conflict_coop,489,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,ring_box_pouch,mutual_coop,48,1,box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flask_desk_locker,conflict_adv,490,1,locker,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flask_desk_locker,mutual_incoh,491,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,rake_shed_fence,mutual_coop,492,1,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,rake_shed_fence,asym_coop,493,1,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,rake_shed_fence,asym_adv,494,0,fence,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,rake_shed_fence,conflict_coop,495,1,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,rake_shed_fence,conflict_adv,496,1,shed,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,rake_shed_fence,mutual_incoh,497,1,shed,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,cord_desk_basket,mutual_coop,498,1,basket,16,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,cord_desk_basket,asym_coop,499,1,basket,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,ring_box_pouch,asym_coop,49,1,box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,key_in_boxes,conflict_adv,4,1,red box,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,cord_desk_basket,asym_adv,500,0,desk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,cord_desk_basket,conflict_coop,501,1,basket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,cord_desk_basket,conflict_adv,502,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,cord_desk_basket,mutual_incoh,503,1,basket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,fan_shelf_floor,mutual_coop,504,0,,16,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,5,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,fan_shelf_floor,asym_coop,505,0,,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,fan_shelf_floor,asym_adv,506,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,fan_shelf_floor,conflict_coop,507,1,shelf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,fan_shelf_floor,conflict_adv,508,1,shelf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,fan_shelf_floor,mutual_incoh,509,0,floor,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,ring_box_pouch,asym_adv,50,0,pouch,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,scale_counter_shelf,mutual_coop,510,0,,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,scale_counter_shelf,asym_coop,511,0,,16,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,4,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,scale_counter_shelf,asym_adv,512,1,shelf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,scale_counter_shelf,conflict_coop,513,1,shelf,16,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,1
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,scale_counter_shelf,conflict_adv,514,1,shelf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,scale_counter_shelf,mutual_incoh,515,0,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,pail_shed_porch,mutual_coop,516,1,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,pail_shed_porch,asym_coop,517,0,,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,pail_shed_porch,asym_adv,518,1,shed,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,pail_shed_porch,conflict_coop,519,1,shed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,ring_box_pouch,conflict_coop,51,1,box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,pail_shed_porch,conflict_adv,520,0,porch,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,pail_shed_porch,mutual_incoh,521,0,,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,binder_shelf_desk,mutual_coop,522,0,,16,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,4,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,binder_shelf_desk,asym_coop,523,0,shelf,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,binder_shelf_desk,asym_adv,524,0,shelf,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,binder_shelf_desk,conflict_coop,525,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,binder_shelf_desk,conflict_adv,526,0,shelf,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,binder_shelf_desk,mutual_incoh,527,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,knob_box_shelf,mutual_coop,528,1,box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,knob_box_shelf,asym_coop,529,1,box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,ring_box_pouch,conflict_adv,52,0,pouch,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,knob_box_shelf,asym_adv,530,0,,16,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,5,0,1,1
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,knob_box_shelf,conflict_coop,531,1,box,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,knob_box_shelf,conflict_adv,532,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,knob_box_shelf,mutual_incoh,533,1,box,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,strap_hook_drawer,mutual_coop,534,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,strap_hook_drawer,asym_coop,535,0,hook,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,strap_hook_drawer,asym_adv,536,1,drawer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,strap_hook_drawer,conflict_coop,537,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,strap_hook_drawer,conflict_adv,538,1,drawer,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,strap_hook_drawer,mutual_incoh,539,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,ring_box_pouch,mutual_incoh,53,1,box,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,frame_wall_desk,mutual_coop,540,1,wall,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,1,1
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,frame_wall_desk,asym_coop,541,1,wall,16,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,frame_wall_desk,asym_adv,542,0,desk,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,frame_wall_desk,conflict_coop,543,1,wall,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,frame_wall_desk,conflict_adv,544,0,desk,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,frame_wall_desk,mutual_incoh,545,1,wall,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,jar_shelf_counter,mutual_coop,546,1,counter,16,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3,0,1,1
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,jar_shelf_counter,asym_coop,547,0,,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,jar_shelf_counter,asym_adv,548,1,counter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,jar_shelf_counter,conflict_coop,549,1,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,letter_mailbox_mat,mutual_coop,54,1,mat,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,jar_shelf_counter,conflict_adv,550,1,counter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,jar_shelf_counter,mutual_incoh,551,1,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flag_pole_box,mutual_coop,552,1,pole,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flag_pole_box,asym_coop,553,1,pole,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flag_pole_box,asym_adv,554,1,pole,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flag_pole_box,conflict_coop,555,1,pole,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flag_pole_box,conflict_adv,556,0,box,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mistral-7B-Instruct-v0.3 x Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,Mistral-7B-Instruct-v0.3,flag_pole_box,mutual_incoh,557,0,box,16,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0,1,1
