pair,scenario,condition,correct,final_choice,n_turns
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,shovel,conflict_adv,1,yard,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,shovel,conflict_adv,0,shed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,shovel,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,soap,conflict_adv,1,ledge,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,soap,conflict_adv,1,ledge,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,soap,conflict_adv,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,soap,conflict_adv,0,shelf,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,soap,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,sponge,conflict_adv,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,sponge,conflict_adv,1,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,sponge,conflict_adv,1,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,sponge,conflict_adv,0,sink,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,sponge,conflict_adv,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,spoon,conflict_adv,1,bowl,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,spoon,conflict_adv,1,bowl,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,spoon,conflict_adv,0,cup,12
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,spoon,conflict_adv,1,bowl,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,spoon,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,stamp,conflict_adv,1,drawer,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,stamp,conflict_adv,0,tray,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,stamp,conflict_adv,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,stamp,conflict_adv,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,stamp,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,stapler,conflict_adv,1,desk,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,stapler,conflict_adv,1,desk,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,stapler,conflict_adv,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,stapler,conflict_adv,0,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,stapler,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,stone,conflict_adv,0,,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,stone,conflict_adv,1,pot,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,stone,conflict_adv,1,pot,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,stone,conflict_adv,1,pot,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,stone,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,strap,conflict_adv,1,drawer,4
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,strap,conflict_adv,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,strap,conflict_adv,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,strap,conflict_adv,0,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,strap,conflict_adv,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,tape,conflict_adv,1,shelf,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,tape,conflict_adv,1,shelf,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,tape,conflict_adv,0,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,tape,conflict_adv,0,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,tape,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ticket,conflict_adv,1,pocket,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ticket,conflict_adv,0,bag,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,ticket,conflict_adv,0,bag,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,ticket,conflict_adv,0,bag,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,ticket,conflict_adv,1,pocket,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,towel,conflict_adv,0,basket,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,towel,conflict_adv,0,basket,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,towel,conflict_adv,0,basket,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,towel,conflict_adv,1,rack,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,towel,conflict_adv,1,rack,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,toy,conflict_adv,1,bin,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,toy,conflict_adv,0,rug,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,toy,conflict_adv,1,bin,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,toy,conflict_adv,0,rug,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,toy,conflict_adv,0,rug,6
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,tray,conflict_adv,1,oven,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,tray,conflict_adv,1,oven,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,tray,conflict_adv,0,counter,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,tray,conflict_adv,0,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,tray,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,umbrella,conflict_adv,1,hook,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,umbrella,conflict_adv,0,stand,14
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,umbrella,conflict_adv,0,stand,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,umbrella,conflict_adv,1,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,umbrella,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,vase,conflict_adv,1,mantle,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,vase,conflict_adv,1,mantle,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,vase,conflict_adv,1,mantle,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,vase,conflict_adv,1,mantle,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,vase,conflict_adv,0,table,6
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,wallet,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wallet,conflict_adv,1,drawer,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wallet,conflict_adv,0,desk,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wallet,conflict_adv,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wallet,conflict_adv,0,desk,2
Qwen3-8B × Qwen3-8B,wallet,conflict_adv,1,drawer,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wallet,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,watch,conflict_adv,0,dresser,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,watch,conflict_adv,0,dresser,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,watch,conflict_adv,1,nightstand,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,watch,conflict_adv,0,dresser,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,watch,conflict_adv,0,dresser,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,whisk,conflict_adv,1,drawer,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,whisk,conflict_adv,0,hook,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,whisk,conflict_adv,1,drawer,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,whisk,conflict_adv,0,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,whisk,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wire,conflict_adv,1,bench,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wire,conflict_adv,1,bench,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wire,conflict_adv,0,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wire,conflict_adv,0,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wire,conflict_adv,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,wrench,conflict_adv,1,toolbox,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,wrench,conflict_adv,1,toolbox,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,wrench,conflict_adv,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,wrench,conflict_adv,0,bench,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,wrench,conflict_adv,1,toolbox,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,apron,conflict_coop,0,hook,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,apron,conflict_coop,0,hook,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,apron,conflict_coop,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,apron,conflict_coop,0,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,apron,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,badge,conflict_coop,0,hook,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,badge,conflict_coop,0,hook,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,badge,conflict_coop,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,badge,conflict_coop,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,badge,conflict_coop,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ball,conflict_coop,0,yard,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ball,conflict_coop,0,yard,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,ball,conflict_coop,1,garage,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,ball,conflict_coop,0,yard,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,ball,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,belt,conflict_coop,0,closet,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,belt,conflict_coop,0,closet,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,belt,conflict_coop,1,chair,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,belt,conflict_coop,0,closet,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,belt,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,binder,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,binder,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,binder,conflict_coop,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,binder,conflict_coop,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,binder,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,blanket,conflict_coop,0,chair,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,blanket,conflict_coop,0,chair,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,blanket,conflict_coop,1,bed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,blanket,conflict_coop,0,chair,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,blanket,conflict_coop,0,,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,book,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,book,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,book,conflict_coop,0,bag,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,book,conflict_coop,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,book,conflict_coop,0,bag,2
Qwen3-8B × Qwen3-8B,book,conflict_coop,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,book,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,bottle,conflict_coop,1,counter,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,bottle,conflict_coop,0,fridge,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,bottle,conflict_coop,1,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,bottle,conflict_coop,0,fridge,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,bottle,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,bowl,conflict_coop,0,counter,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,bowl,conflict_coop,0,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,bowl,conflict_coop,1,table,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,bowl,conflict_coop,0,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,bowl,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,broom,conflict_coop,0,corner,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,broom,conflict_coop,0,corner,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,broom,conflict_coop,1,closet,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,broom,conflict_coop,0,corner,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,broom,conflict_coop,0,,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,brush,conflict_coop,0,counter,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,brush,conflict_coop,0,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,brush,conflict_coop,0,,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,brush,conflict_coop,0,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,brush,conflict_coop,0,counter,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,bulb,conflict_coop,0,shelf,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,bulb,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,bulb,conflict_coop,1,box,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,bulb,conflict_coop,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,bulb,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cable,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cable,conflict_coop,0,floor,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cable,conflict_coop,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cable,conflict_coop,0,floor,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cable,conflict_coop,0,,5
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,camera,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,camera,conflict_coop,1,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,camera,conflict_coop,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,camera,conflict_coop,0,bag,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,camera,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,candle,conflict_coop,0,table,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,candle,conflict_coop,0,table,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,candle,conflict_coop,1,mantle,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,candle,conflict_coop,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,candle,conflict_coop,0,,8
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,chain,conflict_coop,0,box,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,chain,conflict_coop,0,box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,chain,conflict_coop,1,hook,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,chain,conflict_coop,0,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,chain,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,chalk,conflict_coop,0,tray,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,chalk,conflict_coop,0,tray,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,chalk,conflict_coop,1,box,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,chalk,conflict_coop,0,tray,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,chalk,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,charger,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,charger,conflict_coop,0,bed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,charger,conflict_coop,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,charger,conflict_coop,0,bed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,charger,conflict_coop,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,clip,conflict_coop,0,tray,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,clip,conflict_coop,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,clip,conflict_coop,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,clip,conflict_coop,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,clip,conflict_coop,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,clipboard,conflict_coop,0,shelf,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,clipboard,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,clipboard,conflict_coop,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,clipboard,conflict_coop,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,clipboard,conflict_coop,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cloth,conflict_coop,0,rack,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cloth,conflict_coop,1,basket,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cloth,conflict_coop,1,basket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cloth,conflict_coop,0,rack,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cloth,conflict_coop,1,basket,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,coin,conflict_coop,0,jar,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,coin,conflict_coop,1,pocket,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,coin,conflict_coop,1,pocket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,coin,conflict_coop,0,jar,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,coin,conflict_coop,1,pocket,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,comb,conflict_coop,0,shelf,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,comb,conflict_coop,1,drawer,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,comb,conflict_coop,0,,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,comb,conflict_coop,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,comb,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cord,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cord,conflict_coop,0,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cord,conflict_coop,1,basket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cord,conflict_coop,1,basket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cord,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,cup,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,cup,conflict_coop,0,table,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,cup,conflict_coop,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,cup,conflict_coop,0,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,cup,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,dice,conflict_coop,0,cup,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,dice,conflict_coop,1,table,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,dice,conflict_coop,1,table,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,dice,conflict_coop,0,cup,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,dice,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,drill,conflict_coop,0,case,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,drill,conflict_coop,0,case,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,drill,conflict_coop,1,bench,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,drill,conflict_coop,0,case,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,drill,conflict_coop,0,,6
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,fan,conflict_coop,0,floor,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,fan,conflict_coop,0,floor,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,fan,conflict_coop,1,shelf,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,fan,conflict_coop,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,fan,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,film,conflict_coop,0,drawer,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,film,conflict_coop,0,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,film,conflict_coop,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,film,conflict_coop,0,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,film,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,flag,conflict_coop,0,box,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,flag,conflict_coop,0,box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,flag,conflict_coop,1,pole,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,flag,conflict_coop,0,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,flag,conflict_coop,0,box,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,flashlight,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,flashlight,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,flashlight,conflict_coop,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,flashlight,conflict_coop,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,flashlight,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,flask,conflict_coop,0,desk,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,flask,conflict_coop,0,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,flask,conflict_coop,1,locker,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,flask,conflict_coop,0,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,flask,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,fork,conflict_coop,0,drawer,8
